user_id,month,player_value
user_39,2024-02,58.58
user_39,2024-03,5.24
user_39,2024-04,20.03
user_39,2024-05,3.15
user_39,2024-06,72.58
user_39,2024-07,247.69
user_39,2024-08,9.36
user_39,2024-09,15.62
user_39,2024-10,5308.77
user_39,2024-11,44.96
user_39,2024-12,46.16
user_40,2024-01,903.93
user_40,2024-02,3.97
user_40,2024-03,0.56
user_40,2024-04,150.77
user_40,2024-05,92.42
user_40,2024-06,25.73
user_40,2024-07,19.65
user_40,2024-08,1009.11
user_40,2024-09,22.81
user_40,2024-10,9.62
user_40,2024-11,34.32
user_40,2024-12,61.88
user_41,2024-01,6.5
user_41,2024-02,3.72
user_41,2024-03,20.34
user_41,2024-04,103.43
user_41,2024-05,6199.96
user_41,2024-06,20.59
user_41,2024-07,103.43
user_41,2024-08,22.64
user_41,2024-09,14.45
user_41,2024-10,8410.53
user_41,2024-11,1.85
user_41,2024-12,2.26
user_42,2024-01,14.64
user_42,2024-02,2.02
user_42,2024-03,87.12
user_42,2024-04,228.35
user_42,2024-05,51.28
user_42,2024-06,44.47
user_42,2024-07,6.73
user_42,2024-08,113.49
user_42,2024-09,99.14
user_42,2024-10,2.36
user_42,2024-11,99.94
user_42,2024-12,6.94
user_43,2024-01,13445.21
user_43,2024-02,5.94
user_43,2024-03,58.93
user_43,2024-04,152.8
user_43,2024-05,1.8
user_43,2024-06,26.48
user_43,2024-07,11.54
user_43,2024-08,35.24
user_43,2024-09,54.97
user_43,2024-10,211.62
user_43,2024-11,37.31
user_43,2024-12,399.04
user_44,2024-01,28.52
user_44,2024-02,19.17
user_44,2024-03,22.93
user_44,2024-04,31.57
user_44,2024-05,0.25
user_44,2024-06,57.12
user_44,2024-07,16.4
user_44,2024-08,2.19
user_44,2024-09,818.29
user_44,2024-10,516.53
user_44,2024-11,11.85
user_44,2024-12,1723.72
user_45,2024-01,20.99
user_45,2024-02,2.61
user_45,2024-03,55.32
user_45,2024-04,5.69
user_45,2024-05,43.0
user_45,2024-06,103.46
user_45,2024-07,201.68
user_45,2024-08,957.42
user_45,2024-09,1969.05
user_45,2024-10,18.03
user_45,2024-11,82.87
user_45,2024-12,978.91
user_46,2024-01,14.22
user_46,2024-02,1864.77
user_46,2024-03,111.4
user_46,2024-04,1210.52
user_46,2024-05,30.34
user_46,2024-06,30.81
user_46,2024-07,71.72
user_46,2024-08,83.51
user_46,2024-09,18.2
user_46,2024-10,9.53
user_46,2024-11,36.68
user_46,2024-12,1452.32
user_47,2024-01,29.58
user_47,2024-02,38.55
user_47,2024-03,0.98
user_47,2024-04,1.39
user_47,2024-05,197.74
user_47,2024-06,720.55
user_47,2024-07,20.44
user_47,2024-08,4.6
user_47,2024-09,103.32
user_47,2024-10,34.09
user_47,2024-11,5.08
user_47,2024-12,573.71
user_48,2024-01,65.97
user_48,2024-02,2395.05
user_48,2024-03,39.25
user_48,2024-04,382.03
user_48,2024-05,28.75
user_48,2024-06,5.65
user_48,2024-07,1937.85
user_48,2024-08,120.65
user_48,2024-09,4.85
user_48,2024-10,18.38
user_48,2024-11,86.36
user_48,2024-12,43.36
user_49,2024-01,3.18
user_49,2024-02,160.73
user_49,2024-03,268.14
user_49,2024-04,7.25
user_49,2024-05,39.46
user_49,2024-06,177.38
user_49,2024-07,1.11
user_49,2024-08,55.99
user_49,2024-09,343.08
user_49,2024-10,20.72
user_49,2024-11,6.79
user_49,2024-12,7.7
user_50,2024-01,154.81
user_50,2024-02,7.48
user_50,2024-03,15.49
user_50,2024-04,138.03
user_50,2024-05,186.39
user_50,2024-06,63.54
user_50,2024-07,108.46
user_50,2024-08,42.93
user_50,2024-09,97.2
user_50,2024-10,408.01
user_50,2024-11,38.29
user_50,2024-12,997.14
user_51,2024-01,40.96
user_51,2024-02,282.97
user_51,2024-03,1153.88
user_51,2024-04,511.95
user_51,2024-05,3.08
user_51,2024-06,72.66
user_51,2024-07,36.85
user_51,2024-08,151.94
user_51,2024-09,318.38
user_51,2024-10,6402.56
user_51,2024-11,185.28
user_51,2024-12,18.86
user_52,2024-01,204.74
user_52,2024-02,3.77
user_52,2024-03,312.02
user_52,2024-04,966.42
user_52,2024-05,12.48
user_52,2024-06,10.32
user_52,2024-07,0.5
user_52,2024-08,2.87
user_52,2024-09,326.8
user_52,2024-10,124.09
user_52,2024-11,4.76
user_52,2024-12,712.14
user_53,2024-01,8.38
user_53,2024-02,538.3
user_53,2024-03,213.67
user_53,2024-04,1133.34
user_53,2024-05,305.73
user_53,2024-06,3.55
user_53,2024-07,7002.32
user_53,2024-08,201.39
user_53,2024-09,78.37
user_53,2024-10,544.23
user_53,2024-11,1862.88
user_53,2024-12,31.59
user_54,2024-01,197.02
user_54,2024-02,162.75
user_54,2024-03,2023.52
user_54,2024-04,22.63
user_54,2024-05,1.04
user_54,2024-06,24.65
user_54,2024-07,4.64
user_54,2024-08,3.18
user_54,2024-09,128.74
user_54,2024-10,222.34
user_54,2024-11,74.26
user_54,2024-12,312.71
user_55,2024-01,183.22
user_55,2024-02,2803.69
user_55,2024-03,545.41
user_55,2024-04,11.02
user_55,2024-05,2.85
user_55,2024-06,83.6
user_55,2024-07,72.89
user_55,2024-08,54.71
user_55,2024-09,606.49
user_55,2024-10,27.13
user_55,2024-11,100.6
user_55,2024-12,5.32
user_56,2024-01,327.88
user_56,2024-02,90.71
user_56,2024-03,5.27
user_56,2024-04,1905.46
user_56,2024-05,8.45
user_56,2024-06,61.64
user_56,2024-07,2.72
user_56,2024-08,1219.01
user_56,2024-09,400.19
user_56,2024-10,7.39
user_56,2024-11,19.49
user_56,2024-12,345.9
user_57,2024-01,47.02
user_57,2024-02,1003.45
user_57,2024-03,29.67
user_57,2024-04,70.78
user_57,2024-05,414.31
user_57,2024-06,80.19
user_57,2024-07,60.85
user_57,2024-08,128.07
user_57,2024-09,83.3
user_57,2024-10,1.52
user_57,2024-11,24.61
user_57,2024-12,17.88
user_58,2024-01,20.37
user_58,2024-02,8.32
user_58,2024-03,109.29
user_58,2024-04,5.43
user_58,2024-05,107642.6
user_58,2024-06,80.56
user_58,2024-07,6.59
user_58,2024-08,2083.55
user_58,2024-09,13.7
user_58,2024-10,5.23
user_58,2024-11,10.33
user_58,2024-12,76.41
user_59,2024-01,16.61
user_59,2024-02,7.33
user_59,2024-03,20.63
user_59,2024-04,294.66
user_59,2024-05,5.6
user_59,2024-06,19.81
user_59,2024-07,1265.28
user_59,2024-08,321.59
user_59,2024-09,93.24
user_59,2024-10,733.05
user_59,2024-11,36.7
user_59,2024-12,24.04
user_60,2024-01,18.7
user_60,2024-02,784.28
user_60,2024-03,12.47
user_60,2024-04,120.02
user_60,2024-05,58.44
user_60,2024-06,155.4
user_60,2024-07,49.4
user_60,2024-08,220.9
user_60,2024-09,85.58
user_60,2024-10,4.01
user_60,2024-11,617.73
user_60,2024-12,0.91
user_61,2024-01,71.14
user_61,2024-02,354.58
user_61,2024-03,389.25
user_61,2024-04,0.52
user_61,2024-05,75.62
user_61,2024-06,16011.92
user_61,2024-07,748.13
user_61,2024-08,23.36
user_61,2024-09,39.32
user_61,2024-10,12.26
user_61,2024-11,20.31
user_61,2024-12,317.89
user_62,2024-01,99.91
user_62,2024-02,117.95
user_62,2024-03,9.38
user_62,2024-04,12.32
user_62,2024-05,346.1
user_62,2024-06,1.38
user_62,2024-07,22.33
user_62,2024-08,164.09
user_62,2024-09,283.25
user_62,2024-10,1.8
user_62,2024-11,796.55
user_62,2024-12,3.09
user_63,2024-01,2585.07
user_63,2024-02,60.66
user_63,2024-03,1205.33
user_63,2024-04,20.96
user_63,2024-05,7.28
user_63,2024-06,106.2
user_63,2024-07,112.25
user_63,2024-08,29.57
user_63,2024-09,17.63
user_63,2024-10,907.53
user_63,2024-11,118.18
user_63,2024-12,79.8
user_64,2024-01,16.84
user_64,2024-02,496.46
user_64,2024-03,72.95
user_64,2024-04,238.55
user_64,2024-05,132.58
user_64,2024-06,10.82
user_64,2024-07,449.44
user_64,2024-08,201.73
user_64,2024-09,20.88
user_64,2024-10,2.58
user_64,2024-11,7.91
user_64,2024-12,10.72
user_65,2024-01,56.27
user_65,2024-02,19.38
user_65,2024-03,61.67
user_65,2024-04,40.82
user_65,2024-05,6.3
user_65,2024-06,90.48
user_65,2024-07,22.48
user_65,2024-08,273.31
user_65,2024-09,23.25
user_65,2024-10,18.78
user_65,2024-11,4.5
user_65,2024-12,168.52
user_66,2024-01,881.78
user_66,2024-02,18.57
user_66,2024-03,409.56
user_66,2024-04,18.18
user_66,2024-05,4.07
user_66,2024-06,9.12
user_66,2024-07,17.75
user_66,2024-08,87.28
user_66,2024-09,200.48
user_66,2024-10,432.04
user_66,2024-11,250.69
user_66,2024-12,618.45
user_67,2024-01,33.64
user_67,2024-02,50.56
user_67,2024-03,34.46
user_67,2024-04,41.73
user_67,2024-05,72.52
user_67,2024-06,74.21
user_67,2024-07,2.59
user_67,2024-08,383.8
user_67,2024-09,3514.97
user_67,2024-10,68.51
user_67,2024-11,0.39
user_67,2024-12,48.29
user_68,2024-01,299.32
user_68,2024-02,16.53
user_68,2024-03,138.09
user_68,2024-04,50.91
user_68,2024-05,1740.08
user_68,2024-06,3.12
user_68,2024-07,35.16
user_68,2024-08,20.18
user_68,2024-09,392.39
user_68,2024-10,76.67
user_68,2024-11,29.68
user_68,2024-12,49.32
user_69,2024-01,8.36
user_69,2024-02,84.12
user_69,2024-03,40.4
user_69,2024-04,8.53
user_69,2024-05,1.31
user_69,2024-06,14.99
user_69,2024-07,86.53
user_69,2024-08,4.16
user_69,2024-09,28.7
user_69,2024-10,491.72
user_69,2024-11,41.75
user_69,2024-12,1.36
user_70,2024-01,6.4
user_70,2024-02,101.32
user_70,2024-03,138.89
user_70,2024-04,327.35
user_70,2024-05,56.67
user_70,2024-06,126.41
user_70,2024-07,29.18
user_70,2024-08,44.25
user_70,2024-09,9.89
user_70,2024-10,63.78
user_70,2024-11,0.83
user_70,2024-12,18.87
user_71,2024-01,136.64
user_71,2024-02,759.08
user_71,2024-03,195.48
user_71,2024-04,469.39
user_71,2024-05,47.17
user_71,2024-06,18.76
user_71,2024-07,52.95
user_71,2024-08,21.67
user_71,2024-09,70.14
user_71,2024-10,124.2
user_71,2024-11,4.78
user_71,2024-12,53.8
user_72,2024-01,7.35
user_72,2024-02,32.51
user_72,2024-03,39.59
user_72,2024-04,8578.51
user_72,2024-05,58.55
user_72,2024-06,41.41
user_72,2024-07,1.03
user_72,2024-08,436.58
user_72,2024-09,6.32
user_72,2024-10,297.55
user_72,2024-11,33.96
user_72,2024-12,11.73
user_73,2024-01,5375.02
user_73,2024-02,0.68
user_73,2024-03,20.01
user_73,2024-04,42.7
user_73,2024-05,1.95
user_73,2024-06,5.12
user_73,2024-07,94.05
user_73,2024-08,49.81
user_73,2024-09,17.75
user_73,2024-10,643.31
user_73,2024-11,3.55
user_73,2024-12,41.98
user_74,2024-01,6.01
user_74,2024-02,182.28
user_74,2024-03,413.54
user_74,2024-04,5.48
user_74,2024-05,39.44
user_74,2024-06,40.61
user_74,2024-07,284.11
user_74,2024-08,143.89
user_74,2024-09,198.98
user_74,2024-10,52.38
user_74,2024-11,5.79
user_74,2024-12,15.44
user_75,2024-01,110.65
user_75,2024-02,81.2
user_75,2024-03,3387.27
user_75,2024-04,293.11
user_75,2024-05,16.3
user_75,2024-06,2.13
user_75,2024-07,26.19
user_75,2024-08,441.59
user_75,2024-09,1019.97
user_75,2024-10,371.14
user_75,2024-11,159.93
user_75,2024-12,84.97
user_76,2024-01,3.5
user_76,2024-02,303.85
user_76,2024-03,20.24
user_76,2024-04,0.97
user_76,2024-05,12.13
user_76,2024-06,47.57
user_76,2024-07,51.86
user_76,2024-08,9.45
user_76,2024-09,82.5
user_76,2024-10,3.4
user_76,2024-11,1064.32
user_76,2024-12,29.75
user_77,2024-01,42.24
user_77,2024-02,25.01
user_77,2024-03,230.48
user_77,2024-04,73.37
user_77,2024-05,2072.17
user_77,2024-06,95.64
user_77,2024-07,78.15
user_77,2024-08,13.52
user_77,2024-09,68.71
user_77,2024-10,41.57
user_77,2024-11,510.49
user_77,2024-12,10.79
user_78,2024-01,34.11
user_78,2024-02,543.72
user_78,2024-03,34.01
user_78,2024-04,47.46
user_78,2024-05,733.88
user_78,2024-06,8.59
user_78,2024-07,1220.68
user_78,2024-08,30.23
user_78,2024-09,26.6
user_78,2024-10,1049.45
user_78,2024-11,202.31
user_78,2024-12,5.96
user_79,2024-01,18.08
user_79,2024-02,108.12
user_79,2024-03,6.07
user_79,2024-04,22.36
user_79,2024-05,72.04
user_79,2024-06,5.17
user_79,2024-07,1234.48
user_79,2024-08,34.48
user_79,2024-09,76.16
user_79,2024-10,95.33
user_79,2024-11,353.39
user_79,2024-12,0.36
user_80,2024-01,59.05
user_80,2024-02,24.38
user_80,2024-03,3.77
user_80,2024-04,462.97
user_80,2024-05,18.42
user_80,2024-06,15.41
user_80,2024-07,370.96
user_80,2024-08,353.27
user_80,2024-09,4328.73
user_80,2024-10,273.1
user_80,2024-11,13.9
user_80,2024-12,302.82
user_81,2024-01,4.79
user_81,2024-02,181.95
user_81,2024-03,81.01
user_81,2024-04,934.24
user_81,2024-05,268.94
user_81,2024-06,126.67
user_81,2024-07,40.25
user_81,2024-08,273.26
user_81,2024-09,113.52
user_81,2024-10,81.34
user_81,2024-11,31.77
user_81,2024-12,98.36
user_82,2024-01,12.64
user_82,2024-02,1.36
user_82,2024-03,2810.68
user_82,2024-04,16.25
user_82,2024-05,19.84
user_82,2024-06,58.85
user_82,2024-07,25.12
user_82,2024-08,489.6
user_82,2024-09,7.42
user_82,2024-10,11.15
user_82,2024-11,6.2
user_82,2024-12,32.95
user_83,2024-01,7.26
user_83,2024-02,0.9
user_83,2024-03,7.11
user_83,2024-04,25.5
user_83,2024-05,101.01
user_83,2024-06,31.41
user_83,2024-07,67.07
user_83,2024-08,10.58
user_83,2024-09,16.96
user_83,2024-10,38.58
user_83,2024-11,552.86
user_83,2024-12,155.87
user_84,2024-01,199.55
user_84,2024-02,41.91
user_84,2024-03,130.97
user_84,2024-04,4.29
user_84,2024-05,28.27
user_84,2024-06,177.89
user_84,2024-07,8.11
user_84,2024-08,707.88
user_84,2024-09,107.96
user_84,2024-10,10.12
user_84,2024-11,8.48
user_84,2024-12,0.43
user_85,2024-01,49.12
user_85,2024-02,42.67
user_85,2024-03,318.86
user_85,2024-04,10.26
user_85,2024-05,604.13
user_85,2024-06,277.88
user_85,2024-07,58.85
user_85,2024-08,4.59
user_85,2024-09,103.28
user_85,2024-10,104.89
user_85,2024-11,27.75
user_85,2024-12,0.86
user_86,2024-01,66.04
user_86,2024-02,11133.63
user_86,2024-03,13.59
user_86,2024-04,758.1
user_86,2024-05,0.35
user_86,2024-06,228.62
user_86,2024-07,1347.39
user_86,2024-08,94.18
user_86,2024-09,1098.88
user_86,2024-10,239.08
user_86,2024-11,70.98
user_86,2024-12,85.04
user_87,2024-01,291.33
user_87,2024-02,1.37
user_87,2024-03,85.6
user_87,2024-04,21.86
user_87,2024-05,1919.11
user_87,2024-06,4.7
user_87,2024-07,3.58
user_87,2024-08,289.9
user_87,2024-09,92.21
user_87,2024-10,188.09
user_87,2024-11,0.46
user_87,2024-12,12.59
user_88,2024-01,467.63
user_88,2024-02,220.15
user_88,2024-03,17.37
user_88,2024-04,146.09
user_88,2024-05,668.14
user_88,2024-06,94.67
user_88,2024-07,10.59
user_88,2024-08,502.65
user_88,2024-09,40.27
user_88,2024-10,21.88
user_88,2024-11,56.66
user_88,2024-12,31.68
user_89,2024-01,18.42
user_89,2024-02,2.48
user_89,2024-03,4.69
user_89,2024-04,33.94
user_89,2024-05,101.71
user_89,2024-06,2248.43
user_89,2024-07,8.78
user_89,2024-08,42.13
user_89,2024-09,16.58
user_89,2024-10,86.03
user_89,2024-11,70.3
user_89,2024-12,530.03
